question_id,question,option_a,option_b,option_c,option_d,correct_answer,domain,topic,difficulty_level,difficulty_band
DA_2514,What is the benefit of partition pruning?,Only relevant partitions are scanned during query execution,Indexes are removed automatically,Statistics are rebuilt,Data is compressed,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2515,Which scenario is best suited for a materialized view?,Frequently queried aggregated results with infrequent updates,High-frequency OLTP inserts,Temporary calculations only,Data backup operations,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2516,What is a major risk of forcing query hints in production?,Guaranteed better performance,Plans may become suboptimal as data characteristics change,Better statistics generation,Reduced storage,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2517,Which ranking function assigns identical ranks without gaps after ties?,ROW_NUMBER(),RANK(),DENSE_RANK(),NTILE(),C,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2518,Why are execution plan regressions monitored in production systems?,To detect changes causing slower query performance,To increase row counts,To rebuild indexes daily,To compress backups,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2519,What is the main advantage of parallel query execution?,Reduces storage usage,Distributes work across multiple processors to improve performance,Eliminates indexing needs,Guarantees optimal plans,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2520,Which SQL object can precompute expensive aggregations for reporting workloads?,Trigger,Materialized View,Constraint,Sequence,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2521,What is the primary purpose of statistical power analysis before an experiment?,Determine required sample size to detect meaningful effects,Increase conversion rates,Reduce storage requirements,Create confidence intervals,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2522,Which factor increases statistical power?,Smaller sample size,Larger effect size and larger sample size,Lower significance level only,Higher variance,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2523,What does an uplift model estimate?,Overall conversion rate,Incremental impact caused by a treatment or intervention,Revenue variance,Sample error,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2524,"In causal inference,what is the counterfactual?",Observed treatment outcome,What would have happened without the treatment,Confidence interval estimate,Forecast baseline,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2525,Why is randomization considered the gold standard in experimentation?,It reduces storage costs,It balances both observed and unobserved confounders,It guarantees significance,It removes seasonality,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2526,Which metric is most appropriate when large forecast errors should be penalized heavily?,MAE,RMSE,MAPE,Median Error,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2527,What is the primary risk of multiple hypothesis testing without correction?,Reduced variance,Inflated false positive rate,Lower sample size,Higher forecast accuracy,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2528,Which forecasting component captures recurring weekly demand patterns?,Noise,Trend,Seasonality,Cycle,C,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2529,What does sensitivity analysis evaluate?,How outcomes change when assumptions vary,Database performance,Query execution time,Data compression,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2530,Which business scenario is best suited for incrementality testing?,Measuring total revenue only,Determining additional conversions directly caused by a campaign,Database migration,Schema design,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2531,What is survivorship bias most likely to cause?,Overestimation of success by ignoring failures,Reduced variance,Higher sample sizes,Better forecasts,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2532,Which experimental design evaluates multiple independent variables simultaneously?,Simple A/B Test,Multivariate Experiment,Cohort Analysis,Time Series Analysis,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2533,What does forecast drift indicate?,Model performance changing over time due to changing patterns,Improved accuracy,Reduced seasonality,Better calibration,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2534,Why are holdout groups essential in causal analysis?,They provide a baseline for measuring treatment effects,They increase power,They reduce confidence intervals,They eliminate seasonality,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2535,What is the primary goal of propensity score matching?,Improve SQL joins,Reduce selection bias in observational studies,Increase sample size,Reduce variance only,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2536,Which metric measures average absolute percentage forecast error?,RMSE,MAPE,R²,MAE,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2537,What is external validity?,Ability to generalize results beyond the experiment sample,Internal consistency of data,Forecast accuracy,Model explainability,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2538,Why are confidence intervals preferred over point estimates alone?,They communicate uncertainty around estimates,They remove variance,They increase significance,They guarantee accuracy,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2539,Which phenomenon occurs when extreme observations naturally move closer to average values over time?,Seasonality,Regression to the mean,Forecast drift,Sampling error,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2540,What is the key objective of business forecasting?,Estimate future outcomes to support decision-making,Normalize datasets,Reduce variance,Improve indexing,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2541,Which technique is commonly used to detect structural breaks in a time series?,K-Means Clustering,Chow Test,One-Hot Encoding,Principal Component Analysis,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2542,What is the primary purpose of uplift modeling in marketing analytics?,Predict customer demographics,Measure incremental response caused by a campaign,Calculate revenue totals,Estimate customer lifetime value,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2543,Why is statistical significance alone insufficient for business decisions?,It ignores practical significance and effect size,It always overestimates impact,It requires forecasting,It depends on indexing,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2544,Which forecasting metric is scale-independent and useful for comparing models across datasets?,RMSE,MAE,MAPE,Residual Sum of Squares,C,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2545,What is the key advantage of Bayesian experimentation?,Provides probability distributions for outcomes,Eliminates uncertainty,Requires no data,Removes confounding variables,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2546,What is a common consequence of underpowered experiments?,Higher probability of missing real effects,Guaranteed significance,Smaller confidence intervals,Perfect causal inference,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2547,Which scenario best demonstrates confounding?,A variable influences both treatment assignment and outcome,A variable has missing values,A forecast contains seasonality,A dataset contains duplicates,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2548,What does a lift score above 1 indicate?,Negative treatment impact,No measurable effect,Positive incremental impact relative to baseline,Forecast instability,C,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2549,Why is backtesting important in forecasting?,Evaluates model performance on historical data,Creates confidence intervals,Increases sample size,Improves indexing,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2550,Which experimental approach is most appropriate when testing three website designs simultaneously?,Simple A/B test,Multivariate testing,Cohort analysis,Time series decomposition,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2551,What is the purpose of heterogeneity analysis in experiments?,Measure subgroup-specific treatment effects,Reduce variance,Increase sample size,Improve SQL performance,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2552,Which forecasting issue occurs when a model consistently overpredicts demand?,Forecast bias,Seasonality,Autocorrelation,Variance inflation,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2553,What is the primary objective of scenario planning?,Evaluate outcomes under different assumptions,Increase conversion rates,Reduce uncertainty completely,Normalize variables,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2554,Why are placebo groups valuable in experimentation?,Control for behavioral effects unrelated to treatment,Increase treatment impact,Reduce variance only,Improve sample quality,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2555,Which measure quantifies the magnitude of a treatment effect?,Effect Size,Confidence Level,p-value,Sample Mean,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2556,What is the main purpose of confidence intervals in experimentation?,Communicate uncertainty around estimates,Guarantee significance,Measure variance,Estimate sample size,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2557,Which type of validity concerns whether observed effects are caused by the treatment?,External Validity,Construct Validity,Internal Validity,Face Validity,C,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2558,What is a major challenge in observational causal analysis?,Lack of random assignment,Too many experiments,Guaranteed significance,Excessive statistical power,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2559,Which forecasting method explicitly incorporates trend and seasonality components?,Holt-Winters Exponential Smoothing,K-Means Clustering,Logistic Regression,Chi-Square Test,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2560,Why is incremental revenue often preferred over total revenue in campaign evaluation?,It isolates the campaign's causal contribution,It is easier to calculate,It ignores seasonality,It reduces variance,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2561,What is the purpose of randomization checks after experiment assignment?,Verify treatment and control groups are balanced,Increase sample size,Improve power automatically,Reduce forecast error,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2562,Which factor narrows a confidence interval most effectively?,Larger sample size,More variables,Higher variance,Lower response rate,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2563,What is a common symptom of overfitting in forecasting models?,Excellent training accuracy but poor future performance,Low variance,Stable residuals,Strong causal inference,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2564,Which metric is most useful when comparing absolute forecast errors?,MAE,ROC-AUC,F1 Score,Lift,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2565,What is the primary goal of treatment effect estimation?,Measure causal impact of an intervention,Forecast demand,Reduce variance,Optimize indexes,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2566,Why is seasonality adjustment important before trend analysis?,Seasonal effects can obscure underlying trends,It reduces sample size,It eliminates uncertainty,It increases power,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2567,Which experiment outcome suggests no statistically significant difference between groups?,Confidence interval includes zero effect,Very large sample size,High revenue growth,Low variance only,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2568,What is the primary purpose of a holdout validation period in forecasting?,Evaluate model performance on unseen data,Create seasonality,Increase sample size,Estimate confidence intervals,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2569,Which technique helps mitigate selection bias in observational studies?,Propensity Score Matching,One-Hot Encoding,Normalization,Feature Scaling,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2570,What does forecast variance primarily measure?,Variability of forecast outcomes,Statistical significance,Database performance,Query execution cost,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2571,Why is causal inference more challenging than predictive modeling?,Counterfactual outcomes cannot be directly observed,Predictions are always accurate,Causality requires SQL optimization,Forecasts eliminate uncertainty,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2572,Which forecasting evaluation approach repeatedly updates the training window over time?,Rolling-origin validation,Cross join validation,Static partitioning,Recursive indexing,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2573,What is the purpose of experiment stratification?,Ensure balanced subgroup representation,Reduce confidence levels,Increase variance,Improve SQL execution,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2574,Which issue occurs when experiment participants modify behavior because they know they are observed?,Hawthorne Effect,Selection Bias,Seasonality,Forecast Drift,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2575,What is the key benefit of sensitivity analysis in forecasting?,Assesses robustness to changing assumptions,Improves indexing,Increases power,Creates confidence intervals,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2576,Which concept measures the ability of an experiment to detect meaningful effects?,Statistical Power,Effect Size,Forecast Bias,Variance Inflation,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2577,What is a leading indicator in forecasting?,A variable that changes before the target outcome,A historical observation,A confidence interval estimate,A residual component,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2578,Why are treatment-control comparisons insufficient without randomization?,Confounding factors may bias estimates,Variance is eliminated,Sample sizes are fixed,Forecasts become inaccurate,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2579,Which business metric is most directly tied to campaign incrementality?,Incremental Conversions,Total Visits,Page Views,Bounce Rate,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2580,What is the primary objective of advanced experimentation frameworks?,Generate reliable causal insights for decision-making,Increase database speed,Reduce storage costs,Improve dashboard design,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2581,Which forecasting technique combines predictions from multiple models to improve accuracy?,Feature Scaling,Ensemble Forecasting,Stratified Sampling,Recursive Partitioning,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2582,What is the primary purpose of a control variable in causal analysis?,Increase sample size,Reduce the influence of confounding factors,Improve forecast accuracy,Normalize data,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2583,Which situation is most likely to introduce survivorship bias?,Analyzing only active customers while ignoring churned customers,Using random sampling,Applying stratification,Using a holdout group,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2584,What does a prediction interval provide that a confidence interval does not?,Estimate of parameter uncertainty only,Range for future observations including random variation,Effect size estimate,Statistical power calculation,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2585,Which experiment design minimizes contamination between treatment and control groups?,Cluster Randomization,Simple Random Sampling,Systematic Sampling,Convenience Sampling,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2586,What is concept drift in forecasting and machine learning?,Change in underlying data patterns over time,Database schema modification,Increase in variance,Sampling error,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2587,Which metric evaluates the proportion of variance explained by a forecasting model?,MAPE,RMSE,R-squared,MAE,C,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2588,Why is pre-registration of experiments considered a best practice?,Prevents selective reporting and hypothesis switching,Improves SQL performance,Reduces storage requirements,Increases sample size,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2589,What is the primary goal of mediation analysis?,Understand mechanisms through which treatment affects outcomes,Increase statistical power,Reduce variance,Create confidence intervals,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2590,Which forecasting challenge occurs when external events suddenly alter historical patterns?,Seasonality,Structural Break,Autocorrelation,Sampling Bias,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2591,What is the purpose of uplift segmentation?,Identify groups with different incremental responses to treatment,Create random samples,Reduce feature count,Normalize variables,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2592,Which factor has the strongest effect on reducing sampling error?,Increasing sample size,Increasing variance,Reducing confidence level,Adding more variables,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2593,What does a negative uplift value indicate?,Treatment harmed performance relative to control,No measurable effect,Treatment improved performance,Sampling error only,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2594,Which forecasting method is particularly useful when recent observations should have greater influence?,Simple Average,Exponential Smoothing,Random Sampling,Chi-Square Testing,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2595,What is the main objective of interrupted time series analysis?,Estimate causal effects from interventions occurring at known points in time,Create seasonal forecasts,Normalize time series,Increase sample size,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2596,Which experiment metric directly measures business impact from a treatment?,Incremental Revenue,Sample Variance,p-value,Confidence Level,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2597,Why are placebo tests used in causal inference?,Check whether estimated effects appear when no real treatment exists,Increase power,Improve forecasting accuracy,Reduce variance,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2598,What is overdispersion in count-data modeling?,Variance exceeds the mean,Mean exceeds variance,Data contains duplicates,Sample size is small,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2599,Which evaluation strategy is most appropriate for time series forecasting?,Random train-test split,Chronological train-test split,Stratified sampling,Cross-sectional validation,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2600,What is the ultimate purpose of advanced experimentation and forecasting in analytics?,Support high-quality business decisions with evidence and predictive insight,Reduce database storage,Improve dashboard aesthetics,Eliminate uncertainty completely,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2601,Which indexing strategy is most effective for a fact table queried primarily by date ranges?,Hash Index,Clustered Index on Date,Unique Index,Bitmap Join Index,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2602,What is the primary advantage of column pruning during query execution?,Reduces the number of rows processed,Reads only required columns reducing I/O,Improves normalization,Eliminates joins,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2603,Which execution plan operator is commonly associated with sorting data for window functions?,Nested Loop,Sort,Hash Match,Filter,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2604,Why can correlated subqueries become performance bottlenecks?,They execute once per qualifying outer row,They disable indexes,They remove statistics,They require partitioning,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2605,What is the main purpose of query plan baselines?,Force full table scans,Maintain stable execution plans across optimizer changes,Reduce storage usage,Disable statistics,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2606,Which SQL feature is best suited for calculating cumulative sales totals?,ROW_NUMBER(),SUM() OVER(),RANK(),GROUP BY,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2607,What is a key benefit of adaptive query processing?,Automatically adjusts execution strategies based on runtime conditions,Eliminates indexes,Guarantees zero latency,Removes statistics,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2608,Which type of index is generally most effective for low-cardinality columns in analytical databases?,Clustered Index,Bitmap Index,Unique Index,XML Index,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2609,What is the purpose of query result caching?,Store execution plans only,Reuse previously computed query results,Replace indexing,Compress tables,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2610,Which factor most directly impacts the effectiveness of partition elimination?,Table size,Partition key alignment with query filters,Number of indexes,Column aliases,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2611,Why can skewed data distributions affect parallel query performance?,Workloads become unevenly distributed across threads,Indexes stop working,Statistics are removed,Joins are disabled,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2612,Which window function divides rows into equal-sized buckets?,RANK(),ROW_NUMBER(),NTILE(),LAG(),C,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2613,What is the primary role of database statistics histograms?,Track user activity,Model data distribution for cardinality estimation,Store query text,Compress indexes,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2614,Which optimization technique reduces repeated access to remote data sources?,Predicate Pushdown,Materialized Views,Adaptive Joins,NTILE,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2615,What is the benefit of late materialization in columnar databases?,Improves write performance only,Delays fetching full rows until necessary reducing I/O,Removes partitions,Eliminates joins,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2616,Which SQL design choice best supports star-schema analytics?,Highly normalized OLTP schema,Denormalized fact and dimension tables,Heap-only tables,Recursive CTEs,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2617,What is a common indicator that statistics need updating?,Stable query performance,Large mismatch between estimated and actual row counts,Low CPU usage,Small table size,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2618,Which query pattern benefits most from covering indexes?,Frequent point lookups returning multiple columns,Large bulk inserts,Schema migrations,Cross joins,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2619,What is the primary purpose of execution plan analysis?,Review SQL formatting,Identify performance bottlenecks and optimization opportunities,Validate data quality,Generate reports,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2620,Which technique improves performance of repeated analytical aggregations?,Materialized aggregation tables,Removing indexes,Using SELECT *,Disabling caching,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2621,What is the purpose of CUPED in experimentation?,Reduce variance using pre-experiment data,Increase significance levels,Create confidence intervals,Forecast demand,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2622,Which issue occurs when treatment assignment depends on user behavior?,Selection Bias,Seasonality,Forecast Drift,Sampling Frame Error,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2623,What is the main advantage of uplift modeling over response modeling?,Predicts causal impact rather than overall response,Uses fewer variables,Eliminates variance,Requires smaller samples,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2624,Why is randomization inference useful?,Provides exact significance testing under random assignment,Improves forecasting,Reduces storage,Creates confidence intervals,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2625,Which metric is most sensitive to large forecast errors?,MAE,MAPE,RMSE,Median Absolute Error,C,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2626,What is the primary purpose of a synthetic control method?,Estimate causal effects using weighted comparison groups,Forecast seasonality,Reduce variance,Create uplift models,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2627,What does calibration assess in predictive analytics?,Alignment between predicted probabilities and observed outcomes,Forecast speed,Sample size adequacy,Variance reduction,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2628,Which forecasting scenario is most vulnerable to concept drift?,Stable seasonal demand,Rapidly changing customer behavior,Historical census data,Static reporting datasets,B,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2629,What is the purpose of sequential testing methods?,Allow interim analysis while controlling error rates,Reduce sample size to zero,Improve indexing,Create confidence intervals,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2630,Which experiment outcome indicates practical significance but not statistical significance?,Large effect with insufficient sample size,Large sample with tiny effect,No effect observed,Perfect randomization,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2631,What is the main objective of causal forests?,Estimate heterogeneous treatment effects,Forecast revenue,Reduce dimensions,Perform clustering,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2632,Why is variance reduction valuable in experimentation?,Improves ability to detect treatment effects,Eliminates confounding,Guarantees significance,Removes bias,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2633,Which forecasting evaluation method repeatedly advances the prediction origin through time?,Rolling-origin evaluation,K-Fold Cross Validation,Random Split Validation,Bootstrap Sampling,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2634,What is the primary purpose of treatment effect heterogeneity analysis?,Identify how effects vary across subgroups,Reduce sample size,Improve forecasting speed,Create confidence intervals,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2635,Which forecasting issue arises when a model adapts too closely to historical noise?,Overfitting,Seasonality,Concept Drift,Selection Bias,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2636,What is the role of prior distributions in Bayesian analysis?,Represent beliefs before observing data,Eliminate uncertainty,Increase sample size,Improve SQL performance,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2637,Which experiment design reduces contamination by assigning groups rather than individuals?,Cluster Randomized Trial,Simple A/B Test,Crossover Design,Factorial Design,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2638,What does a prediction interval estimate?,Range of likely future observations,Population mean only,Variance alone,p-value only,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2639,Why are leading indicators valuable in forecasting?,They provide early signals of future outcomes,Reduce variance,Guarantee accuracy,Increase confidence levels,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2640,What is the primary goal of advanced experimentation programs?,Enable reliable evidence-based business decisions,Reduce storage costs,Improve database performance,Increase dashboard complexity,A,Data Analyst,Advanced Analytics and Experimentation,Advanced (L51-L75),Advanced
DA_2641,Which execution plan operator is most likely to indicate a many-to-many merge join requiring additional worktables?,Hash Match,Merge Join with Residual Predicate,Index Seek,Filter,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2642,What is the primary purpose of dynamic partition pruning in distributed query engines?,Create partitions automatically,Eliminate unnecessary partitions during runtime based on join results,Compress partitions,Increase replication,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2643,Which SQL optimization technique minimizes data shuffling in distributed processing?,Predicate Pushdown,Broadcast Joins when appropriate,Window Functions,Recursive CTEs,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2644,Why can over-indexing negatively affect ETL workloads?,Indexes increase maintenance overhead during inserts and updates,Indexes reduce compression,Indexes remove statistics,Indexes disable partitioning,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2645,Which execution plan characteristic often signals excessive memory grants?,Low CPU utilization,Large unused memory allocations,Missing indexes only,Small row counts,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2646,What is the benefit of using window frame clauses with analytical functions?,Control the subset of rows used in calculations,Reduce table size,Improve normalization,Replace indexes,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2647,Which indexing strategy is most effective for star-schema fact table filtering on multiple dimensions?,Random indexing,Bitmap indexing,Heap storage,XML indexing,B,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2648,What is the purpose of adaptive joins in modern query optimizers?,Switch join strategies at runtime based on row counts,Remove joins entirely,Improve data quality,Compress tables,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
DA_2649,Which SQL design pattern improves performance for frequently queried summary metrics?,Materialized Aggregates,Recursive Views,Cross Joins,Temporary Constraints,A,Data Analyst,SQL Performance Optimization,Advanced (L51-L75),Advanced
